gene	genome	ec.num	gene.length
coli_646 	 1 	  	 954 
coli_647 	 1 	 2.3. 	 642 
coli_648 	 1 	  	 264 
coli_649 	 1 	 3.5. 	 1212 
coli_651 	 1 	  	 126 
coli_652 	 1 	  	 1113 
coli_653 	 1 	  	 1902 
coli_654 	 1 	 2.1. 	 468 
coli_656 	 1 	 3.1. 	 612 
coli_657 	 1 	 2.7. 	 642 
coli_658 	 1 	 2.7. 	 1023 
coli_659 	 1 	  	 582 
coli_660 	 1 	 6.1. 	 2583 
coli_661 	 1 	  	 483 
coli_662 	 1 	  	 978 
coli_663 	 1 	  	 708 
coli_664 	 1 	  	 1428 
coli_665 	 1 	  	 555 
coli_666 	 1 	  	 708 
coli_667 	 1 	  	 1452 
coli_668 	 1 	  	 1671 
coli_669 	 1 	 3.2. 	 936 
coli_670 	 1 	  	 726 
coli_671 	 1 	  	 675 
coli_672 	 1 	  	 741 
coli_673 	 1 	  	 909 
coli_674 	 1 	  	 981 
coli_675 	 1 	 2.3. 	 1539 
coli_676 	 1 	  	 879 
coli_677 	 1 	  	 468 
coli_678 	 1 	  	 1041 
coli_679 	 1 	 2.-. 	 1425 
coli_680 	 1 	 1.14 	 1176 
coli_688 	 1 	 6.3. 	 1665 
coli_689 	 1 	  	 165 
coli_690 	 1 	  	 753 
coli_691 	 1 	  	 1221 
coli_692 	 1 	 3.5. 	 1149 
coli_693 	 1 	 3.5. 	 801 
coli_694 	 1 	  	 126 
coli_695 	 1 	  	 123 
coli_696 	 1 	 2.7. 	 1947 
coli_697 	 1 	 6.1. 	 1665 
coli_698 	 1 	  	 1407 
coli_699 	 1 	  	 327 
coli_700 	 1 	  	 447 
coli_701 	 1 	  	 531 
coli_702 	 1 	  	 294 
coli_703 	 1 	 3.1. 	 765 
coli_704 	 1 	  	 546 
coli_705 	 1 	 5.4. 	 1641 
coli_706 	 1 	  	 495 
coli_707 	 1 	  	 363 
coli_708 	 1 	  	 210 
coli_709 	 1 	  	 1320 
coli_710 	 1 	  	 2199 
coli_711 	 1 	  	 678 
coli_712 	 1 	 2.7. 	 2685 
coli_713 	 1 	 3.6. 	 573 
coli_714 	 1 	 3.6. 	 2049 
coli_715 	 1 	 3.6. 	 1674 
coli_716 	 1 	 3.6. 	 204 
coli_717 	 1 	  	 207 
coli_718 	 1 	  	 4194 
coli_719 	 1 	  	 1434 
coli_720 	 1 	  	 570 
coli_721 	 1 	  	 255 
coli_722 	 1 	  	 1044 
coli_723 	 1 	  	 762 
coli_724 	 1 	  	 510 
coli_725 	 1 	 4.1. 	 1419 
coli_726 	 1 	  	 1482 
coli_727 	 1 	  	 744 
coli_728 	 1 	  	 657 
coli_729 	 1 	  	 933 
coli_730 	 1 	  	 735 
coli_731 	 1 	  	 1047 
coli_732 	 1 	 4.2. 	 792 
coli_733 	 1 	  	 1062 
coli_734 	 1 	  	 729 
coli_735 	 1 	  	 2448 
coli_736 	 1 	  	 567 
coli_737 	 1 	 2.3. 	 1284 
coli_738 	 1 	  	 288 
coli_739 	 1 	  	 348 
coli_740 	 1 	  	 1767 
coli_741 	 1 	 1.3. 	 717 
coli_742 	 1 	 1.2. 	 2802 
coli_743 	 1 	 2.3. 	 1218 
coli_744 	 1 	 6.2. 	 1167 
coli_745 	 1 	 6.2. 	 870 
coli_746 	 1 	  	 723 
coli_747 	 1 	 2.7. 	 1917 
coli_748 	 1 	 3.2. 	 2634 
coli_749 	 1 	 1.10 	 1569 
coli_750 	 1 	 1.10 	 1140 
coli_751 	 1 	  	 114 
coli_752 	 1 	  	 294 
coli_753 	 1 	 3.1. 	 405 
coli_754 	 1 	  	 693 
coli_755 	 1 	  	 429 
coli_756 	 1 	  	 1266 
coli_757 	 1 	  	 1293 
coli_758 	 1 	  	 522 
coli_759 	 1 	  	 792 
coli_767 	 1 	 2.5. 	 1044 
coli_768 	 1 	  	 942 
coli_770 	 1 	  	 381 
coli_771 	 1 	 2.5. 	 1053 
coli_772 	 1 	 5.4. 	 753 
coli_773 	 1 	  	 129 
coli_774 	 1 	 5.1. 	 1041 
coli_775 	 1 	 2.7. 	 1149 
coli_776 	 1 	 2.7. 	 1047 
coli_777 	 1 	 5.1. 	 1017 
coli_778 	 1 	  	 1473 
coli_779 	 1 	  	 789 
coli_780 	 1 	  	 150 
coli_781 	 1 	  	 774 
coli_782 	 1 	  	 690 
coli_783 	 1 	 3.6. 	 1059 
coli_784 	 1 	  	 819 
coli_785 	 1 	  	 996 
coli_786 	 1 	  	 954 
coli_787 	 1 	  	 117 
coli_788 	 1 	  	 1053 
coli_789 	 1 	  	 1434 
coli_790 	 1 	  	 2262 
coli_791 	 1 	  	 1284 
coli_793 	 1 	 2.6. 	 1233 
coli_794 	 1 	 2.8. 	 1041 
coli_795 	 1 	 2.3. 	 1155 
coli_796 	 1 	 2.1. 	 756 
coli_797 	 1 	 6.3. 	 678 
coli_798 	 1 	 3.1. 	 2022 
coli_799 	 1 	  	 909 
coli_800 	 1 	  	 990 
coli_801 	 1 	  	 513 
coli_802 	 1 	  	 486 
coli_803 	 1 	  	 246 
coli_804 	 1 	 2.-. 	 453 
coli_806 	 1 	  	 714 
coli_808 	 1 	  	 1242 
coli_809 	 1 	  	 762 
coli_810 	 1 	  	 1107 
coli_812 	 1 	  	 1134 
coli_813 	 1 	 3.6. 	 1737 
coli_814 	 1 	  	 996 
coli_815 	 1 	  	 672 
coli_816 	 1 	 3.6. 	 1365 
coli_817 	 1 	  	 450 
coli_818 	 1 	  	 2151 
coli_819 	 1 	  	 963 
coli_820 	 1 	  	 1086 
coli_821 	 1 	  	 261 
coli_822 	 1 	  	 267 
coli_823 	 1 	 1.14 	 678 
coli_824 	 1 	  	 2283 
coli_825 	 1 	  	 261 
coli_826 	 1 	  	 2226 
coli_827 	 1 	 2.1. 	 927 
coli_828 	 1 	  	 723 
coli_829 	 1 	  	 660 
coli_830 	 1 	  	 747 
coli_831 	 1 	 1.16 	 504 
coli_834 	 1 	  	 1584 
coli_835 	 1 	  	 129 
coli_836 	 1 	  	 468 
coli_837 	 1 	  	 1119 
coli_838 	 1 	  	 915 
coli_839 	 1 	 3.6. 	 1593 
coli_840 	 1 	  	 1266 
coli_841 	 1 	 3.1. 	 816 
coli_842 	 1 	  	 2433 
coli_843 	 1 	 1.97 	 900 
coli_844 	 1 	 4.1. 	 663 
coli_845 	 1 	  	 750 
coli_846 	 1 	 2.-. 	 1236 
coli_847 	 1 	 3.4. 	 966 
coli_848 	 1 	 3.6. 	 1872 
coli_849 	 1 	  	 1539 
coli_850 	 1 	  	 921 
coli_851 	 1 	  	 912 
coli_852 	 1 	  	 2349 
coli_853 	 1 	  	 1227 
coli_854 	 1 	  	 1326 
coli_855 	 1 	  	 384 
coli_856 	 1 	  	 627 
coli_857 	 1 	 1.1. 	 1116 
coli_858 	 1 	 3.4. 	 1203 
coli_859 	 1 	  	 759 
coli_860 	 1 	  	 597 
coli_861 	 1 	  	 1233 
coli_862 	 1 	  	 279 
coli_863 	 1 	 3.1. 	 816 
coli_864 	 1 	  	 1209 
coli_865 	 1 	  	 537 
coli_866 	 1 	  	 1686 
coli_868 	 1 	  	 258 
coli_869 	 1 	  	 288 
coli_870 	 1 	 1.-. 	 723 
coli_871 	 1 	  	 903 
coli_872 	 1 	  	 477 
coli_873 	 1 	  	 126 
coli_874 	 1 	  	 1113 
coli_875 	 1 	 3.6. 	 1134 
coli_876 	 1 	  	 954 
coli_877 	 1 	  	 846 
coli_879 	 1 	 2.1. 	 1077 
coli_880 	 1 	  	 732 
coli_881 	 1 	  	 669 
coli_882 	 1 	  	 717 
coli_883 	 1 	  	 732 
coli_884 	 1 	 3.6. 	 729 
coli_886 	 1 	  	 324 
coli_887 	 1 	  	 1014 
coli_888 	 1 	 3.5. 	 831 
coli_889 	 1 	  	 1431 
coli_890 	 1 	 4.1. 	 1002 
coli_891 	 1 	 1.2. 	 1719 
coli_892 	 1 	 1.-. 	 969 
coli_893 	 1 	 1.-. 	 1653 
coli_894 	 1 	  	 900 
coli_895 	 1 	  	 696 
coli_896 	 1 	  	 993 
coli_897 	 1 	  	 1659 
coli_898 	 1 	  	 1116 
coli_899 	 1 	 3.6. 	 1947 
coli_900 	 1 	  	 225 
coli_901 	 1 	  	 321 
coli_902 	 1 	  	 2277 
coli_904 	 1 	  	 219 
coli_905 	 1 	 2.3. 	 705 
coli_906 	 1 	  	 1722 
coli_907 	 1 	  	 1767 
coli_908 	 1 	 1.8. 	 966 
coli_909 	 1 	  	 114 
coli_910 	 1 	  	 495 
coli_911 	 1 	  	 3990 
coli_912 	 1 	  	 612 
coli_913 	 1 	  	 1344 
coli_914 	 1 	 6.1. 	 1293 
coli_915 	 1 	 1.8. 	 2445 
coli_916 	 1 	  	 618 
coli_917 	 1 	  	 864 
coli_918 	 1 	  	 627 
coli_919 	 1 	  	 114 
coli_920 	 1 	  	 1149 
coli_921 	 1 	  	 1431 
coli_922 	 1 	  	 909 
coli_923 	 1 	  	 591 
coli_924 	 1 	 1.97 	 741 
coli_925 	 1 	 2.3. 	 2283 
coli_926 	 1 	  	 816 
coli_927 	 1 	  	 1761 
coli_928 	 1 	  	 693 
coli_929 	 1 	 2.6. 	 1089 
coli_930 	 1 	 2.5. 	 1284 
coli_931 	 1 	  	 765 
coli_932 	 1 	 2.7. 	 684 
coli_933 	 1 	  	 1674 
coli_934 	 1 	  	 285 
coli_935 	 1 	  	 2265 
coli_936 	 1 	  	 1749 
coli_937 	 1 	 2.7. 	 987 
coli_938 	 1 	  	 1233 
coli_939 	 1 	  	 183 
coli_940 	 1 	 2.7. 	 747 
coli_941 	 1 	  	 780 
coli_942 	 1 	  	 894 
coli_943 	 1 	  	 786 
coli_944 	 1 	  	 1323 
coli_945 	 1 	  	 705 
coli_946 	 1 	  	 4461 
coli_947 	 1 	  	 1803 
coli_948 	 1 	  	 549 
coli_949 	 1 	  	 648 
coli_950 	 1 	 2.6. 	 1191 
coli_951 	 1 	  	 1086 
coli_952 	 1 	  	 120 
coli_953 	 1 	 6.1. 	 1401 
coli_954 	 1 	 2.4. 	 1203 
coli_955 	 1 	  	 123 
coli_956 	 1 	 3.4. 	 2613 
coli_957 	 1 	 3.6. 	 768 
coli_958 	 1 	  	 792 
coli_959 	 1 	 1.14 	 1146 
coli_960 	 1 	  	 960 
coli_961 	 1 	  	 576 
coli_962 	 1 	  	 540 
coli_963 	 1 	  	 675 
coli_964 	 1 	  	 2556 
coli_965 	 1 	  	 1071 
coli_966 	 1 	  	 453 
coli_967 	 1 	  	 513 
coli_968 	 1 	  	 681 
coli_969 	 1 	 1.3. 	 1011 
coli_970 	 1 	  	 1110 
coli_971 	 1 	  	 543 
coli_972 	 1 	 2.1. 	 2109 
coli_973 	 1 	 3.6. 	 1908 
coli_974 	 1 	  	 1254 
coli_975 	 1 	  	 1641 
coli_976 	 1 	  	 564 
coli_977 	 1 	 4.2. 	 519 
coli_978 	 1 	  	 1761 
coli_979 	 1 	  	 453 
coli_980 	 1 	  	 1041 
coli_981 	 1 	  	 510 
coli_983 	 1 	  	 630 
coli_985 	 1 	 3.6. 	 2055 
coli_986 	 1 	 4.2. 	 459 
coli_987 	 1 	  	 663 
coli_988 	 1 	  	 159 
coli_989 	 1 	  	 414 
coli_990 	 1 	  	 318 
coli_991 	 1 	 2.1. 	 1176 
coli_992 	 1 	  	 330 
coli_993 	 1 	 3.6. 	 279 
coli_996 	 1 	 1.12 	 1119 
coli_997 	 1 	 1.12 	 1794 
coli_998 	 1 	  	 708 
coli_999 	 1 	 3.4. 	 588 
coli_1000 	 1 	  	 399 
coli_1001 	 1 	  	 858 
coli_1002 	 1 	 1.10 	 1545 
coli_1003 	 1 	 1.10 	 1137 
coli_1004 	 1 	 3.1. 	 1299 
coli_1005 	 1 	 2.7. 	 2166 
coli_1006 	 1 	 3.1. 	 447 
coli_1007 	 1 	  	 1140 
coli_1008 	 1 	  	 2097 
coli_1009 	 1 	  	 747 
coli_1011 	 1 	  	 306 
coli_1012 	 1 	  	 504 
coli_1013 	 1 	  	 213 
coli_1014 	 1 	  	 213 
coli_1015 	 1 	  	 174 
coli_1016 	 1 	  	 1074 
coli_1017 	 1 	 2.7. 	 2715 
coli_1018 	 1 	  	 693 
coli_1019 	 1 	  	 1029 
coli_1020 	 1 	  	 1173 
coli_1021 	 1 	 1.7. 	 2547 
coli_1022 	 1 	  	 600 
coli_1023 	 1 	  	 306 
coli_1024 	 1 	  	 921 
coli_1025 	 1 	  	 1257 
coli_1026 	 1 	 3.1. 	 1242 
coli_1027 	 1 	  	 228 
coli_1028 	 1 	 1.6. 	 597 
coli_1029 	 1 	  	 1329 
coli_1030 	 1 	  	 495 
coli_1031 	 1 	  	 591 
coli_1032 	 1 	  	 801 
coli_1033 	 1 	  	 387 
coli_1034 	 1 	  	 693 
coli_1035 	 1 	  	 1092 
coli_1036 	 1 	  	 639 
coli_1037 	 1 	 1.5. 	 3963 
coli_1038 	 1 	  	 153 
coli_1039 	 1 	  	 138 
coli_1040 	 1 	  	 1509 
coli_1041 	 1 	  	 120 
coli_1042 	 1 	  	 576 
coli_1044 	 1 	 1.11 	 1272 
coli_1045 	 1 	  	 789 
coli_1046 	 1 	  	 303 
coli_1047 	 1 	 2.4. 	 1239 
coli_1048 	 1 	 3.5. 	 2019 
coli_1049 	 1 	  	 2424 
coli_1050 	 1 	  	 1359 
coli_1051 	 1 	  	 867 
coli_1052 	 1 	  	 300 
coli_1053 	 1 	  	 324 
coli_1054 	 1 	  	 987 
coli_1056 	 1 	  	 939 
coli_1057 	 1 	  	 738 
coli_1058 	 1 	  	 555 
coli_1060 	 1 	  	 834 
coli_1061 	 1 	  	 387 
coli_1062 	 1 	  	 390 
coli_1063 	 1 	  	 573 
coli_1064 	 1 	  	 132 
coli_1065 	 1 	  	 186 
coli_1066 	 1 	  	 456 
coli_1067 	 1 	  	 456 
coli_1068 	 1 	  	 333 
coli_1069 	 1 	  	 285 
coli_1070 	 1 	  	 534 
coli_1071 	 1 	  	 1422 
coli_1072 	 1 	  	 1158 
coli_1073 	 1 	  	 144 
coli_1074 	 1 	  	 1554 
coli_1075 	 1 	 2.4. 	 2514 
coli_1076 	 1 	  	 228 
coli_1077 	 1 	  	 375 
coli_1078 	 1 	  	 1227 
coli_1079 	 1 	 2.3. 	 921 
coli_1080 	 1 	  	 1053 
coli_1081 	 1 	  	 576 
coli_1082 	 1 	  	 567 
coli_1083 	 1 	  	 117 
coli_1084 	 1 	  	 114 
coli_1085 	 1 	 1.5. 	 1119 
coli_1086 	 1 	  	 255 
coli_1087 	 1 	  	 246 
coli_1088 	 1 	 3.5. 	 975 
coli_1090 	 1 	  	 648 
coli_1091 	 1 	  	 1209 
coli_1092 	 1 	 2.3. 	 585 
coli_1093 	 1 	  	 648 
coli_1094 	 1 	  	 924 
coli_1095 	 1 	  	 1536 
coli_1096 	 1 	  	 417 
coli_1097 	 1 	  	 294 
coli_1098 	 1 	  	 471 
coli_1099 	 1 	  	 117 
coli_1100 	 1 	  	 417 
coli_1101 	 1 	  	 405 
coli_1102 	 1 	  	 696 
coli_1103 	 1 	  	 1209 
coli_1104 	 1 	  	 756 
coli_1105 	 1 	  	 783 
coli_1106 	 1 	  	 699 
coli_1107 	 1 	  	 1098 
coli_1108 	 1 	  	 942 
coli_1109 	 1 	  	 1644 
coli_1110 	 1 	  	 954 
coli_1111 	 1 	 3.1. 	 3186 
coli_1112 	 1 	  	 120 
coli_1113 	 1 	 5.4. 	 960 
coli_1114 	 1 	  	 585 
coli_1115 	 1 	  	 126 
coli_1116 	 1 	  	 522 
coli_1117 	 1 	  	 174 
coli_1118 	 1 	  	 1041 
coli_1119 	 1 	 2.3. 	 954 
coli_1120 	 1 	 2.3. 	 930 
coli_1121 	 1 	 1.1. 	 735 
coli_1122 	 1 	  	 237 
coli_1123 	 1 	 2.3. 	 1242 
coli_1124 	 1 	 4.1. 	 810 
coli_1125 	 1 	  	 1023 
coli_1126 	 1 	 2.7. 	 642 
coli_1127 	 1 	 2.7. 	 1005 
coli_1128 	 1 	  	 798 
coli_1129 	 1 	 2.7. 	 1434 
coli_1130 	 1 	  	 2190 
coli_1131 	 1 	  	 171 
coli_1132 	 1 	  	 360 
coli_1133 	 1 	  	 354 
coli_1134 	 1 	  	 642 
coli_1135 	 1 	 2.7. 	 825 
coli_1136 	 1 	  	 1026 
coli_1137 	 1 	  	 543 
coli_1138 	 1 	 1.6. 	 1305 
coli_1139 	 1 	  	 540 
coli_1140 	 1 	  	 633 
coli_1141 	 1 	  	 258 
coli_1142 	 1 	  	 960 
coli_1143 	 1 	 3.6. 	 3447 
coli_1144 	 1 	  	 1074 
coli_1145 	 1 	  	 1200 
coli_1146 	 1 	 3.6. 	 702 
coli_1147 	 1 	  	 1182 
coli_1148 	 1 	  	 912 
coli_1149 	 1 	  	 840 
coli_1151 	 1 	  	 462 
coli_1152 	 1 	  	 1047 
coli_1153 	 1 	  	 795 
coli_1154 	 1 	  	 858 
coli_1155 	 1 	 3.6. 	 1137 
coli_1156 	 1 	  	 216 
coli_1157 	 1 	 3.4. 	 1125 
coli_1158 	 1 	  	 1122 
coli_1159 	 1 	 2.7. 	 1461 
coli_1160 	 1 	  	 672 
coli_1161 	 1 	 4.3. 	 1371 
coli_1163 	 1 	 2.1. 	 1107 
coli_1164 	 1 	 3.6. 	 462 
coli_1165 	 1 	 5.4. 	 534 
coli_1166 	 1 	  	 114 
coli_1167 	 1 	 1.1. 	 1251 
coli_1169 	 1 	  	 894 
coli_1170 	 1 	  	 1128 
coli_1171 	 1 	  	 261 
coli_1172 	 1 	  	 141 
coli_1173 	 1 	  	 201 
coli_1174 	 1 	  	 558 
coli_1175 	 1 	  	 1368 
coli_1176 	 1 	  	 183 
coli_1177 	 1 	  	 474 
coli_1178 	 1 	  	 750 
coli_1179 	 1 	  	 585 
coli_1180 	 1 	  	 630 
coli_1181 	 1 	  	 603 
coli_1182 	 1 	  	 426 
coli_1183 	 1 	  	 495 
coli_1184 	 1 	  	 555 
coli_1185 	 1 	  	 834 
coli_1186 	 1 	  	 165 
coli_1187 	 1 	  	 405 
coli_1188 	 1 	  	 732 
coli_1189 	 1 	  	 1212 
coli_1190 	 1 	  	 144 
coli_1191 	 1 	  	 177 
coli_1192 	 1 	  	 720 
coli_1193 	 1 	  	 219 
coli_1194 	 1 	  	 129 
coli_1195 	 1 	  	 1521 
coli_1196 	 1 	  	 894 
coli_1197 	 1 	  	 330 
coli_1198 	 1 	  	 345 
coli_1199 	 1 	  	 120 
coli_1200 	 1 	  	 213 
coli_1201 	 1 	  	 267 
coli_1202 	 1 	  	 813 
coli_1203 	 1 	  	 696 
coli_1204 	 1 	  	 369 
coli_1205 	 1 	  	 402 
coli_1206 	 1 	  	 129 
coli_1207 	 1 	  	 201 
coli_1208 	 1 	  	 660 
coli_1209 	 1 	  	 447 
coli_1211 	 1 	 3.4. 	 420 
coli_1212 	 1 	  	 1269 
coli_1213 	 1 	  	 531 
coli_1214 	 1 	  	 1542 
coli_1215 	 1 	  	 720 
coli_1216 	 1 	  	 1533 
coli_1217 	 1 	  	 1272 
coli_1218 	 1 	 5.1. 	 1071 
coli_1219 	 1 	  	 129 
coli_1220 	 1 	  	 1737 
coli_1221 	 1 	 3.4. 	 915 
coli_1222 	 1 	  	 612 
coli_1223 	 1 	  	 735 
coli_1224 	 1 	  	 255 
coli_1225 	 1 	  	 369 
coli_1226 	 1 	 3.2. 	 1698 
coli_1227 	 1 	  	 147 
coli_1228 	 1 	 2.7. 	 1419 
coli_1229 	 1 	 2.7. 	 633 
coli_1230 	 1 	 2.7. 	 1071 
coli_1231 	 1 	  	 1842 
coli_1232 	 1 	  	 2868 
coli_1233 	 1 	  	 180 
coli_1234 	 1 	  	 1092 
coli_1235 	 1 	 3.1. 	 585 
coli_1236 	 1 	  	 279 
coli_1237 	 1 	  	 1680 
coli_1238 	 1 	 2.7. 	 948 
coli_1239 	 1 	 2.7. 	 852 
coli_1240 	 1 	  	 624 
coli_1241 	 1 	 1.2. 	 1257 
coli_1242 	 1 	  	 1083 
coli_1243 	 1 	 2.1. 	 834 
coli_1245 	 1 	  	 810 
coli_1246 	 1 	 2.5. 	 855 
coli_1247 	 1 	  	 135 
coli_1248 	 1 	  	 135 
coli_1249 	 1 	  	 135 
coli_1250 	 1 	  	 1101 
coli_1251 	 1 	  	 231 
coli_1252 	 1 	  	 696 
coli_1253 	 1 	  	 354 
coli_1254 	 1 	  	 1395 
coli_1255 	 1 	  	 651 
coli_1256 	 1 	 2.7. 	 1797 
coli_1257 	 1 	  	 219 
coli_1258 	 1 	  	 1392 
coli_1259 	 1 	 1.7. 	 3744 
coli_1260 	 1 	 1.7. 	 1539 
coli_1261 	 1 	  	 711 
coli_1262 	 1 	 1.7. 	 678 
coli_1265 	 1 	 3.5. 	 843 
coli_1266 	 1 	  	 360 
coli_1267 	 1 	  	 906 
coli_1268 	 1 	  	 1014 
coli_1269 	 1 	 2.7. 	 909 
coli_1270 	 1 	  	 414 
coli_1271 	 1 	  	 528 
coli_1272 	 1 	  	 591 
coli_1273 	 1 	  	 114 
coli_1274 	 1 	  	 186 
coli_1275 	 1 	 1.2. 	 2676 
coli_1276 	 1 	  	 648 
coli_1277 	 1 	  	 162 
coli_1278 	 1 	  	 1632 
coli_1279 	 1 	  	 921 
coli_1280 	 1 	  	 909 
coli_1281 	 1 	  	 1014 
coli_1282 	 1 	  	 1005 
coli_1283 	 1 	  	 330 
coli_1284 	 1 	 2.7. 	 1461 
coli_1285 	 1 	  	 1209 
coli_1286 	 1 	  	 297 
coli_1287 	 1 	  	 720 
coli_1288 	 1 	  	 399 
coli_1289 	 1 	  	 540 
coli_1291 	 1 	  	 639 
coli_1292 	 1 	  	 507 
coli_1293 	 1 	  	 501 
coli_1294 	 1 	  	 180 
coli_1295 	 1 	 4.2. 	 807 
coli_1296 	 1 	 4.2. 	 1194 
coli_1297 	 1 	 5.3. 	 1359 
coli_1298 	 1 	 2.4. 	 1596 
coli_1299 	 1 	 4.1. 	 1563 
coli_1300 	 1 	  	 861 
coli_1301 	 1 	  	 621 
coli_1302 	 1 	  	 1896 
coli_1303 	 1 	 5.4. 	 876 
coli_1304 	 1 	 2.5. 	 591 
coli_1305 	 1 	  	 759 
coli_1306 	 1 	  	 1050 
coli_1307 	 1 	  	 252 
coli_1308 	 1 	 5.99 	 2598 
coli_1309 	 1 	  	 975 
coli_1310 	 1 	  	 129 
coli_1311 	 1 	  	 168 
coli_1312 	 1 	 4.2. 	 2676 
coli_1313 	 1 	 3.5. 	 591 
coli_1314 	 1 	 3.1. 	 765 
coli_1316 	 1 	  	 1170 
coli_1317 	 1 	  	 141 
coli_1318 	 1 	 4.1. 	 738 
coli_1319 	 1 	  	 327 
coli_1320 	 1 	  	 219 
coli_1321 	 1 	  	 750 
coli_1322 	 1 	  	 174 
coli_1323 	 1 	 3.1. 	 1986 
coli_1324 	 1 	 3.1. 	 1935 
coli_1325 	 1 	  	 1128 
coli_1326 	 1 	 1.3. 	 789 
coli_1327 	 1 	  	 354 
coli_1328 	 1 	  	 807 
coli_1329 	 1 	  	 993 
coli_1330 	 1 	  	 891 
coli_1331 	 1 	  	 966 
coli_1332 	 1 	  	 1620 
coli_1333 	 1 	  	 246 
coli_1334 	 1 	  	 126 
coli_1335 	 1 	  	 1386 
coli_1336 	 1 	 6.3. 	 1419 
coli_1337 	 1 	  	 135 
coli_1338 	 1 	  	 123 
coli_1339 	 1 	  	 477 
coli_1340 	 1 	  	 558 
coli_1341 	 1 	 1.2. 	 1488 
coli_1342 	 1 	 1.4. 	 1281 
coli_1343 	 1 	 2.6. 	 1266 
coli_1344 	 1 	  	 978 
coli_1345 	 1 	  	 669 
coli_1346 	 1 	  	 225 
coli_1347 	 1 	  	 360 
coli_1348 	 1 	  	 222 
coli_1349 	 1 	 2.8. 	 315 
coli_1350 	 1 	  	 1680 
coli_1351 	 1 	  	 1293 
coli_1352 	 1 	  	 882 
coli_1353 	 1 	  	 843 
coli_1354 	 1 	  	 1053 
coli_1355 	 1 	  	 789 
coli_1356 	 1 	  	 1056 
coli_1357 	 1 	  	 2268 
coli_1358 	 1 	 5.4. 	 660 
coli_1359 	 1 	  	 969 
coli_1360 	 1 	  	 114 
coli_1361 	 1 	  	 906 
coli_1362 	 1 	  	 999 
coli_1363 	 1 	  	 1398 
coli_1365 	 1 	  	 1542 
coli_1366 	 1 	 1.11 	 507 
coli_1367 	 1 	  	 729 
coli_1368 	 1 	 5.1. 	 966 
coli_1369 	 1 	  	 183 
coli_1370 	 1 	  	 921 
coli_1371 	 1 	  	 900 
coli_1372 	 1 	  	 1614 
coli_1373 	 1 	  	 1032 
coli_1374 	 1 	  	 981 
coli_1375 	 1 	  	 258 
coli_1376 	 1 	  	 951 
coli_1377 	 1 	  	 753 
coli_1378 	 1 	 2.1. 	 516 
coli_1379 	 1 	  	 1407 
coli_1380 	 1 	  	 1446 
coli_1381 	 1 	 3.5. 	 1311 
coli_1382 	 1 	  	 909 
coli_1383 	 1 	  	 564 
coli_1384 	 1 	  	 1233 
coli_1385 	 1 	  	 984 
coli_1386 	 1 	 3.6. 	 1374 
coli_1387 	 1 	  	 936 
coli_1388 	 1 	  	 1236 
coli_1389 	 1 	  	 216 
coli_1390 	 1 	  	 810 
coli_1391 	 1 	 3.1. 	 2601 
coli_1392 	 1 	  	 276 
coli_1393 	 1 	  	 177 
coli_1394 	 1 	  	 222 
coli_1395 	 1 	  	 156 
coli_1396 	 1 	  	 429 
coli_1397 	 1 	  	 135 
coli_1398 	 1 	  	 423 
coli_1399 	 1 	  	 858 
coli_1400 	 1 	  	 747 
coli_1401 	 1 	  	 561 
coli_1402 	 1 	  	 300 
coli_1403 	 1 	  	 1458 
coli_1404 	 1 	  	 177 
coli_1405 	 1 	  	 360 
coli_1406 	 1 	  	 132 
coli_1407 	 1 	  	 1029 
coli_1408 	 1 	  	 981 
coli_1409 	 1 	  	 171 
coli_1410 	 1 	  	 174 
coli_1411 	 1 	  	 234 
coli_1412 	 1 	  	 738 
coli_1413 	 1 	  	 135 
coli_1414 	 1 	  	 1998 
coli_1415 	 1 	  	 576 
coli_1416 	 1 	  	 591 
coli_1417 	 1 	  	 159 
coli_1418 	 1 	  	 174 
coli_1419 	 1 	  	 435 
coli_1420 	 1 	  	 1134 
coli_1421 	 1 	 1.2. 	 3525 
coli_1423 	 1 	  	 267 
coli_1424 	 1 	 1.1. 	 990 
coli_1425 	 1 	  	 2640 
coli_1426 	 1 	  	 186 
coli_1427 	 1 	  	 327 
coli_1428 	 1 	  	 894 
coli_1429 	 1 	 1.2. 	 1500 
coli_1430 	 1 	 1.4. 	 2274 
coli_1431 	 1 	  	 114 
coli_1432 	 1 	  	 2046 
coli_1433 	 1 	  	 930 
coli_1434 	 1 	  	 288 
coli_1435 	 1 	  	 747 
coli_1436 	 1 	  	 498 
coli_1437 	 1 	  	 1071 
coli_1438 	 1 	  	 768 
coli_1439 	 1 	 4.2. 	 789 
coli_1440 	 1 	 1.1. 	 1428 
coli_1441 	 1 	  	 423 
coli_1442 	 1 	 2.3. 	 1206 
coli_1443 	 1 	 6.2. 	 1314 
coli_1444 	 1 	  	 951 
coli_1445 	 1 	  	 591 
coli_1446 	 1 	  	 906 
coli_1447 	 1 	  	 2541 
coli_1448 	 1 	  	 366 
coli_1449 	 1 	  	 1152 
coli_1450 	 1 	  	 3156 
coli_1451 	 1 	  	 126 
coli_1452 	 1 	  	 861 
coli_1453 	 1 	  	 2307 
coli_1454 	 1 	  	 606 
coli_1455 	 1 	  	 897 
coli_1456 	 1 	  	 1758 
coli_1457 	 1 	  	 1269 
coli_1458 	 1 	  	 606 
coli_1459 	 1 	 3.6. 	 3903 
